candidate_id,pairing,triage_level,triage_name,cdr_repairs,framework_repairs,total_score,tier1_score,error,flag_sequence_sanity,flag_cysteine_pairing,flag_n_glycosylation,flag_ptm_liability,flag_v_domain_integrity,flag_poly_residue_run,flag_aggregation,flag_charge,flag_humanness,flag_disulfide_pairing,flag_immunogenicity,flag_immunogenicity_observed,flag_tap_cdr_length,flag_tap_psh,flag_tap_ppc,flag_tap_pnc,flag_tap_sfvcsp,model_conf_max,model_conf_mean,vh_germline_identity,tap_total,tap_hydrophobic,tap_positive,tap_negative,tap_sfvcsp,tap_flag_total,tap_flag_hydrophobic,tap_flag_positive,tap_flag_negative,tap_flag_sfvcsp,tap_weight,n_immuno_cdr,n_immuno_framework,n_immuno_observed,immuno_weight,n_predicted_binders,n_dropped_germline,vh_v_gene,vl_v_gene,structure_available,immunogenicity_available
Sotiburafusp,TheraSAbDab,2,Rework,4,3,35.31,35.311,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8673,52.0,163.939,0.409,0.068,13.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV1-3*01,IGKV2-29*02,1,1
Rilotumumab,TheraSAbDab,2,Rework,1,2,28.36,28.357,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9691,48.0,143.186,0.0,0.0,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV4-59*01,IGKV3-15*01,1,1
Aducanumab,TheraSAbDab,2,Rework,2,7,34.6,32.6,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,,,0.9388,51.0,163.632,3.039,0.0,27.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,1,1,0,0.0,,,IGHV3-33*01,IGKV1-39*01,1,1
Mozistobart,TheraSAbDab,4,Hold,0,0,33.28,33.281,,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,,,0.898,50.0,158.577,0.119,0.0,7.04,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-48*03,IGKV1-39*01,1,1
Bafisontamab_2,TheraSAbDab,2,Rework,4,4,45.2,43.198,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.9694,44.0,127.702,0.0,0.0,12.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV1-18*01,IGKV1-12*01,1,1
Demupitamab,TheraSAbDab,2,Rework,1,2,27.63,27.633,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.899,46.0,148.942,0.174,0.107,-3.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,0.0,,,IGHV4-61*01,IGKV1-33*01,1,1
Luvagrobart,TheraSAbDab,2,Rework,1,2,29.4,29.404,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8061,48.0,152.043,0.027,0.159,6.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV4-38-2*02,IGKV1-39*01,1,1
Atidortoxumab,TheraSAbDab,2,Rework,2,1,22.35,22.348,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9286,46.0,168.407,0.0,0.0,12.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV4-38-2*01,IGKV1-12*01,1,1
Xirestomig,TheraSAbDab,2,Rework,3,4,28.48,28.477,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9694,53.0,168.33,0.041,0.055,6.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV1-69*04,IGLV2-14*01,1,1
Ansuvimab,TheraSAbDab,3,Immune risk,0,0,34.25,34.251,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.7835,46.0,175.576,0.069,0.172,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,1,0,0.0,,,IGHV3-13*01,IGKV1-27*01,1,1
Zanolimumab,TheraSAbDab,2,Rework,3,1,38.14,36.137,,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,1.0,42.0,142.431,0.0,0.0,8.61,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,0,0,0,0,,,IGHV4-34*01,IGKV1-12*01,1,1
Pacanalotamab,TheraSAbDab,2,Rework,3,4,30.43,28.426,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8571,48.0,136.095,0.006,0.079,0.12,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,4,1,0,0.0,,,IGHV1-46*01,IGKV1-33*01,1,1
Pulocimab,TheraSAbDab,5,Out of range,0,0,30.26,28.259,,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,,0.9898,43.0,169.002,0.0,0.147,6.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,1,0,0.0,,,IGHV3-21*01,IGKV1-12*01,1,1
Diridavumab,TheraSAbDab,2,Rework,2,3,20.68,18.675,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0.8469,53.0,152.749,1.451,0.051,12.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,0,0,0,0,,,IGHV1-69*01,IGLV1-51*01,1,1
Danvilostomig_2,TheraSAbDab,3,Immune risk,0,0,38.19,38.191,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.7551,44.0,153.701,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-23*04,IGKV1-27*01,1,1
Sabestomig_2,TheraSAbDab,2,Rework,1,8,32.93,30.931,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0.9898,51.0,180.482,1.417,0.149,0.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,0,0,0,0,,,IGHV3-23*01,IGLV3-21*01,1,1
Duvortuxizumab,TheraSAbDab,2,Rework,2,3,32.91,32.915,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.89,46.0,157.932,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,0.0,,,IGHV2-5*08,IGKV3-11*01,1,1
Lunlekitug,TheraSAbDab,3,Immune risk,0,0,33.56,33.563,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.7959,51.0,163.042,0.0,1.29,-3.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,0.0,,,IGHV1-69*01,IGKV4-1*01,1,1
Zeripatamig_2,TheraSAbDab,1,Ready,0,9,31.23,31.233,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,1.0,47.0,186.239,0.0,1.388,-0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-23*01,IGLV6-57*01,1,1
Depemokimab,TheraSAbDab,3,Immune risk,0,0,30.54,30.545,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.75,52.0,183.87,0.01,0.0,6.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV2-70*19,IGKV4-1*01,1,1
Pasritamig_2,TheraSAbDab,1,Ready,0,5,26.08,24.078,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.898,43.0,157.786,0.0,0.0,8.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-21*01,IGKV1-39*01,1,1
Rosmantuzumab,TheraSAbDab,2,Rework,4,4,35.09,35.093,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8367,48.0,166.914,0.0,1.25,-2.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV1-46*01,IGKV1-39*01,1,1
Safimestomig_2,TheraSAbDab,2,Rework,1,5,24.19,22.188,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8265,46.0,135.388,0.622,0.0,9.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV1-69-2*01,IGKV1D-7-1*01,1,1
Imeroprubart,TheraSAbDab,2,Rework,2,8,41.64,37.637,,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,,,0.9388,50.0,209.453,0.581,2.094,-0.8,GREEN,AMBER,GREEN,AMBER,GREEN,4.0,1,0,0,0.0,,,IGHV3-23*01,IGLV3-21*02,1,1
Lemzoparlimab,TheraSAbDab,2,Rework,1,8,26.64,26.644,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.92,51.0,187.888,0.0,0.0,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-15*07,IGKV4-1*01,1,1
Puxitatug,TheraSAbDab,2,Rework,4,1,37.35,35.351,,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,,0.9588,44.0,133.772,0.0,0.0,12.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV4-34*01,IGKV1-17*01,1,1
Nebratamig2,TheraSAbDab,5,Out of range,0,0,37.41,35.405,,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,,,0.8163,55.0,174.06,0.015,1.572,-0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV3-23*03,IGKV1-27*01,1,1
Stapokibart,TheraSAbDab,2,Rework,1,6,26.4,26.404,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9286,46.0,159.046,0.016,0.0,6.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV3-23*03,IGKV1-33*01,1,1
Gimistotug,TheraSAbDab,2,Rework,1,4,21.53,21.528,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8469,47.0,147.916,0.132,0.0,5.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV1-46*01,IGKV1-16*01,1,1
Eurestobart,TheraSAbDab,3,Immune risk,0,0,29.04,29.038,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.7959,49.0,149.741,0.0,0.0,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,3,0,0.0,,,IGHV1-3*01,IGKV3-11*01,1,1
Danburstotug,TheraSAbDab,2,Rework,2,5,32.3,32.297,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9694,50.0,197.665,1.129,0.148,0.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV1-69*01,IGLV3-21*01,1,1
Zifibancimig,TheraSAbDab,3,Immune risk,0,0,35.58,33.579,,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,,,0.7245,42.0,159.998,0.187,1.348,-0.1,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,4,1,0,0.0,,,IGHV3-23*04,IGKV1-13*02,1,1
Cugrastomig,TheraSAbDab,2,Rework,1,1,30.56,28.564,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8969,47.0,123.132,0.111,0.801,0.1,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV4-34*01,IGKV3-11*01,1,1
Ralzapastotug,TheraSAbDab,2,Rework,2,1,28.87,28.873,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.898,48.0,157.053,0.007,0.0,12.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV4-4*02,IGKV3-15*01,1,1
Emfizatamab1,TheraSAbDab,2,Rework,2,6,33.84,33.836,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.866,52.0,174.389,0.0,0.0,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGKV1-5*01,1,1
Emirodatamab,TheraSAbDab,4,Hold,0,0,54.64,54.637,,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0.92,51.0,152.339,0.058,0.0,16.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV2-26*01,IGKV1-17*01,1,1
Emfizatamab2_2,TheraSAbDab,3,Immune risk,0,0,29.94,29.943,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.7857,47.0,167.725,0.01,0.052,4.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,5,0,0,0.0,,,IGHV3-64*04,IGKV1-39*01,1,1
Astegolimab,TheraSAbDab,2,Rework,1,4,25.89,25.887,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9592,48.0,157.148,0.044,0.0,2.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,0.0,,,IGHV5-51*01,IGKV1-33*01,1,1
Lesabelimab,TheraSAbDab,3,Immune risk,0,0,29.36,29.362,,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,,,0.7835,47.0,173.496,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-66*01,IGKV1-39*01,1,1
Linavonkibart,TheraSAbDab,2,Rework,3,6,38.39,38.386,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9286,48.0,166.551,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV3-48*01,IGKV1-33*01,1,1
Ponsegromab,TheraSAbDab,2,Rework,1,3,27.48,27.479,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9388,47.0,153.814,0.0,0.0,0.01,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV1-69*01,IGKV3-11*01,1,1
Osemitamab,TheraSAbDab,2,Rework,2,6,27.03,27.03,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8776,51.0,194.63,0.013,0.0,12.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV1-46*01,IGKV4-1*01,1,1
Navenibart,TheraSAbDab,2,Rework,1,3,23.27,23.266,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8061,48.0,148.186,0.112,0.424,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV1-69*02,IGKV1-16*01,1,1
Lumrotatug,TheraSAbDab,3,Immune risk,0,0,29.11,29.113,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8351,46.0,171.415,0.591,1.237,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,2,0,0.0,,,IGHV4-4*08,IGKV3D-7*01,1,1
Daxdilimab,TheraSAbDab,2,Rework,4,5,44.2,44.198,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9796,53.0,183.247,0.0,0.802,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV1-18*01,IGLV2-14*03,1,1
Ontuxizumab,TheraSAbDab,3,Immune risk,0,0,41.19,39.194,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,,,0.6768,52.0,151.329,0.0,2.649,-4.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,2,0,0.0,,,IGHV4-30-2*07,IGKV1-33*01,1,1
Ersodetug,TheraSAbDab,2,Rework,4,8,36.87,36.869,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9694,50.0,192.702,0.057,1.114,2.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,0.0,,,IGHV3-30*01,IGKV2-30*01,1,1
Uprevstobart,TheraSAbDab,2,Rework,2,5,32.3,30.297,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8673,48.0,136.417,0.044,0.0,0.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,1,0,0.0,,,IGHV5-51*01,IGKV4-1*01,1,1
Turenkibart,TheraSAbDab,5,Out of range,0,0,30.12,30.116,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.8469,51.0,161.151,0.173,0.1,2.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV1-69-2*01,IGKV4-1*01,1,1
Levilimab,TheraSAbDab,3,Immune risk,0,0,36.59,36.587,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8557,51.0,162.954,0.0,0.211,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,3,0,0.0,,,IGHV3-66*01,IGKV4-1*01,1,1
Ogalvibart,TheraSAbDab,2,Rework,2,7,38.69,38.692,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.949,46.0,157.847,0.456,0.15,2.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-30*01,IGKV1-5*01,1,1
Sudubrilimab,TheraSAbDab,1,Ready,0,5,27.95,25.945,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,,0.8571,45.0,149.279,1.256,0.0,4.41,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-23*04,IGKV1-13*02,1,1
Bedinvetmab,TheraSAbDab,3,Immune risk,0,0,43.08,39.081,,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,,,0.8469,56.0,213.786,0.0,0.18,0.9,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,3,0,0,0.0,,,IGHV3-NL1*01,IGLV1-40*01,1,1
Forimtamig,TheraSAbDab,1,Ready,0,3,19.56,19.556,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8367,49.0,168.013,0.0,0.444,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV1-69*02,IGKV3-20*01,1,1
Nezutatug,TheraSAbDab,2,Rework,1,1,26.4,26.398,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8889,47.0,169.094,0.0,0.0,4.51,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV4-31*01,IGKV1-12*01,1,1
Etigilimab,TheraSAbDab,1,Ready,0,1,18.87,18.869,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8969,45.0,160.438,0.0,0.0,15.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV4-59*01,IGKV1-33*01,1,1
Rovelizumab,TheraSAbDab,1,Ready,0,5,20.42,18.422,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,,,0.8061,51.0,142.266,0.264,3.16,-4.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,1,0,0.0,,,IGHV1-3*01,IGKV1-39*01,1,1
Tovetumab,TheraSAbDab,2,Rework,1,7,24.82,24.823,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9796,48.0,184.629,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-11*01,IGKV1-39*01,1,1
Ocaratuzumab,TheraSAbDab,1,Ready,0,4,21.03,21.029,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8367,47.0,171.602,0.0,0.0,5.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV5-51*01,IGKV3-20*01,1,1
Nadecnemab,TheraSAbDab,2,Rework,2,5,32.79,32.788,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9592,51.0,167.574,0.0,0.0,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-23*04,IGKV1-12*01,1,1
Bexatamig,TheraSAbDab,1,Ready,0,7,28.82,28.817,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8265,53.0,175.789,0.195,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,1,0,0.0,,,IGHV5-10-1*04,IGKV4-1*01,1,1
Gorivitug,TheraSAbDab,2,Rework,2,6,30.06,30.062,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.949,50.0,179.138,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-64D*06,IGKV1-39*01,1,1
Firastotug,TheraSAbDab,3,Immune risk,0,0,27.6,27.598,,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,,,0.7755,44.0,137.917,0.537,0.237,6.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV3-7*01,IGKV1-13*02,1,1
Sigvotatug,TheraSAbDab,3,Immune risk,0,0,26.55,24.555,,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,,,0.7959,43.0,152.016,0.071,0.141,4.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,2,0,0.0,,,IGHV1-46*01,IGKV1-33*01,1,1
Evalstotug,TheraSAbDab,3,Immune risk,0,0,34.91,34.908,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.9184,46.0,195.871,0.0,0.0,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-30*01,IGKV1-13*02,1,1
Pemivibart,TheraSAbDab,2,Rework,2,7,33.29,31.29,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.8866,57.0,197.393,0.0,1.231,-1.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-21*08,IGLV1-40*01,1,1
Donzakimig2,TheraSAbDab,4,Hold,0,0,44.63,42.626,,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,,,0.8163,42.0,162.558,0.0,0.174,0.1,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,2,0,0.0,,,IGHV1-69*02,IGKV1-39*01,1,1
Inezetamab_2,TheraSAbDab,4,Hold,0,0,46.31,46.314,,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,,,0.9388,44.0,165.637,0.141,0.0,10.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-11*01,IGKV1-12*01,1,1
Berlimatoxumab,TheraSAbDab,2,Rework,3,1,26.84,26.843,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9495,46.0,154.973,0.22,0.568,12.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV4-39*01,IGKV1-39*01,1,1
QHZ08643_QHZ08651,Patent text,2,Rework,3,4,41.08,41.076,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.94,44.0,164.226,0.0,0.0,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV2-5*02,IGKV1D-16*01,1,1
AFQ83141_AFQ83148,Patent text,2,Rework,1,2,27.43,25.432,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.98,57.0,189.07,0.0,0.0,6.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,1,0,0.0,,,IGHV2-5*02,IGKV3-20*01,1,1
AFO05311_AFO05305,Patent text,1,Ready,0,2,25.51,25.506,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8469,44.0,168.984,0.357,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV1-69*02,IGKV3-20*01,1,1
UOS82608_UOS82606,Patent text,2,Rework,2,4,25.88,25.883,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8776,49.0,172.91,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV1-46*01,IGKV3-15*01,1,1
XEF76981_XEF76997,Patent text,5,Out of range,0,0,58.38,52.382,,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,,,0.898,52.0,250.407,0.0,0.0,6.0,GREEN,RED,GREEN,GREEN,GREEN,6.0,2,0,0,0.0,,,IGHV3-30*01,IGLV3-21*03,1,1
QKO95500_QKO95510,Patent text,5,Out of range,0,0,37.75,35.752,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,,,0.8247,45.0,181.582,0.0,1.997,-2.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,0,0,0.0,,,IGHV3-66*01,IGKV1-5*01,1,1
WQA08152_WQA08155,Patent text,2,Rework,6,2,58.78,56.779,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.8367,45.0,125.08,0.104,0.0,6.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV1-69*01,IGKV3-11*02,1,1
ATL02311_ATL02325,Patent text,2,Rework,4,6,40.41,40.407,,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9184,47.0,165.137,0.0,1.181,-4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-23*03,IGLV1-47*02,1,1
AED79545_AED79524,Patent text,1,Ready,0,3,23.72,23.719,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.91,49.0,164.437,0.0,0.522,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV2-5*02,IGKV1-39*01,1,1
AGA47745_AGA47786,Patent text,2,Rework,5,8,41.19,39.194,,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,,,0.8878,50.0,177.09,1.795,0.344,10.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV3-23*01,IGKV1-39*01,1,1
WIS44244_WIS44245,Patent text,2,Rework,4,8,41.34,41.337,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.9694,54.0,198.62,0.004,1.438,0.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV3-30*01,IGLV3-21*03,1,1
AYJ12201_AYJ12193,Patent text,2,Rework,1,7,32.92,32.924,,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,,,0.8776,45.0,157.133,0.0,0.0,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,1,0.0,,,IGHV3-64*07,IGKV1D-16*01,1,1
AYI23477_AYI23478,Patent text,2,Rework,3,4,39.43,35.434,,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,,,0.8469,55.0,216.608,0.029,0.5,-0.0,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,2,1,0,0.0,,,IGHV1-69*06,IGLV3-1*01,1,1
QPY47384_QPY47389,Patent text,1,Ready,0,5,18.57,18.573,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.85,49.0,163.187,0.229,0.0,6.51,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-15*07,IGKV3-15*01,1,1
UCY67266_UCY67310,Patent text,2,Rework,1,7,29.26,29.263,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,0.9082,49.0,171.479,0.111,0.0,0.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV3-23*01,IGKV3-20*01,1,1
