candidate_id,pairing,verdict,total_score,tier1_score,error,tap_total,tap_hydrophobic,tap_positive,tap_negative,tap_sfvcsp,tap_flag_total,tap_flag_hydrophobic,tap_flag_positive,tap_flag_negative,tap_flag_sfvcsp,tap_weight,n_immuno_cdr,n_immuno_framework,n_immuno_observed,immuno_weight,n_predicted_binders,n_dropped_germline,vh_v_gene,vl_v_gene,structure_available,immunogenicity_available
Emirodatamab,TheraSAbDab,NO-GO,54.54,49.537,,51.0,152.117,0.117,0.0,16.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV2-26*01,IGKV1-17*01,1,1
Emfizatamab2_2,TheraSAbDab,NO-GO,53.84,28.843,,47.0,167.725,0.01,0.052,4.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,5,0,0,25.0,,,IGHV3-64*04,IGKV1-39*01,1,1
Astegolimab,TheraSAbDab,GO,28.79,26.787,,48.0,157.148,0.044,0.0,2.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,2.0,,,IGHV5-51*01,IGKV1-33*01,1,1
Lesabelimab,TheraSAbDab,CONDITIONAL,38.26,26.261,,47.0,173.496,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-66*01,IGKV1-39*01,1,1
Linavonkibart,TheraSAbDab,NO-GO,59.29,39.285,,48.0,166.551,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV3-48*01,IGKV1-33*01,1,1
Osemitamab,TheraSAbDab,NO-GO,42.93,27.93,,51.0,194.63,0.013,0.0,12.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV1-46*01,IGKV4-1*01,1,1
Navenibart,TheraSAbDab,NO-GO,41.17,24.166,,48.0,148.186,0.112,0.424,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV1-69*02,IGKV1-16*01,1,1
Ponsegromab,TheraSAbDab,NO-GO,43.38,28.379,,47.0,153.814,0.0,0.0,0.01,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV1-69*01,IGKV3-11*01,1,1
Lumrotatug,TheraSAbDab,NO-GO,42.01,28.013,,46.0,171.415,0.591,1.237,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,2,0,14.0,,,IGHV4-4*08,IGKV3D-7*01,1,1
Daxdilimab,TheraSAbDab,NO-GO,49.1,44.099,,53.0,183.247,0.0,0.802,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV1-18*01,IGLV2-14*03,1,1
Ontuxizumab,TheraSAbDab,NO-GO,51.09,35.094,,52.0,151.329,0.0,2.649,-4.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,2,0,14.0,,,IGHV4-30-2*07,IGKV1-33*01,1,1
Uprevstobart,TheraSAbDab,NO-GO,45.2,31.198,,48.0,136.417,0.044,0.0,0.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,1,0,12.0,,,IGHV5-51*01,IGKV4-1*01,1,1
Ersodetug,TheraSAbDab,NO-GO,46.77,37.768,,50.0,192.999,0.057,1.114,2.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,9.0,,,IGHV3-30*01,IGKV2-30*01,1,1
Turenkibart,TheraSAbDab,NO-GO,,20.015,,51.0,161.151,0.173,0.1,2.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV1-69-2*01,IGKV4-1*01,1,1
Ogalvibart,TheraSAbDab,NO-GO,48.59,38.592,,46.0,157.847,0.456,0.15,2.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-30*01,IGKV1-5*01,1,1
Sudubrilimab,TheraSAbDab,CONDITIONAL,38.84,26.845,,45.0,149.279,1.256,0.0,4.41,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-23*04,IGKV1-13*02,1,1
Levilimab,TheraSAbDab,NO-GO,61.49,35.486,,51.0,162.954,0.0,0.211,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,3,0,26.0,,,IGHV3-66*01,IGKV4-1*01,1,1
Nezutatug,TheraSAbDab,CONDITIONAL,39.3,27.297,,47.0,169.094,0.0,0.0,4.51,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV4-31*01,IGKV1-12*01,1,1
Bedinvetmab,TheraSAbDab,NO-GO,56.98,37.982,,56.0,213.786,0.0,0.18,0.9,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,3,0,0,15.0,,,IGHV3-NL1*01,IGLV1-40*01,1,1
Forimtamig,TheraSAbDab,GO,30.46,20.456,,49.0,168.013,0.0,0.444,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV1-69*02,IGKV3-20*01,1,1
Etigilimab,TheraSAbDab,CONDITIONAL,31.77,19.769,,45.0,160.438,0.0,0.0,15.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV4-59*01,IGKV1-33*01,1,1
Tovetumab,TheraSAbDab,CONDITIONAL,39.72,24.724,,48.0,184.629,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-11*01,IGKV1-39*01,1,1
Rovelizumab,TheraSAbDab,CONDITIONAL,33.32,19.322,,51.0,142.266,0.264,3.16,-4.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,1,0,12.0,,,IGHV1-3*01,IGKV1-39*01,1,1
Ocaratuzumab,TheraSAbDab,NO-GO,41.93,21.929,,47.0,171.602,0.0,0.0,5.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV5-51*01,IGKV3-20*01,1,1
Nadecnemab,TheraSAbDab,CONDITIONAL,37.69,32.688,,51.0,167.574,0.0,0.0,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-23*04,IGKV1-12*01,1,1
Bexatamig,TheraSAbDab,NO-GO,51.72,29.717,,53.0,175.789,0.195,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,1,0,22.0,,,IGHV5-10-1*04,IGKV4-1*01,1,1
Gorivitug,TheraSAbDab,NO-GO,45.96,30.962,,50.0,179.138,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-64D*06,IGKV1-39*01,1,1
Firastotug,TheraSAbDab,CONDITIONAL,32.5,25.498,,44.0,137.917,0.537,0.237,6.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV3-7*01,IGKV1-13*02,1,1
Sigvotatug,TheraSAbDab,CONDITIONAL,39.45,23.455,,43.0,152.016,0.071,0.141,4.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,2,0,14.0,,,IGHV1-46*01,IGKV1-33*01,1,1
Pemivibart,TheraSAbDab,NO-GO,44.19,32.19,,57.0,197.393,0.0,1.231,-1.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-21*08,IGLV1-40*01,1,1
Evalstotug,TheraSAbDab,NO-GO,43.81,33.808,,46.0,195.871,0.0,0.0,3.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-30*01,IGKV1-13*02,1,1
Donzakimig2,TheraSAbDab,NO-GO,58.53,37.526,,42.0,162.558,0.0,0.174,0.1,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,2,0,19.0,,,IGHV1-69*02,IGKV1-39*01,1,1
QHZ08643_QHZ08651,Patent text,NO-GO,41.98,41.976,,44.0,163.803,0.0,0.0,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV2-5*02,IGKV1D-16*01,1,1
Inezetamab_2,TheraSAbDab,NO-GO,55.21,40.214,,44.0,165.637,0.141,0.0,10.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-11*01,IGKV1-12*01,1,1
AFQ83141_AFQ83148,Patent text,CONDITIONAL,35.33,26.332,,57.0,189.07,0.0,0.0,6.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,1,0,7.0,,,IGHV2-5*02,IGKV3-20*01,1,1
AFO05311_AFO05305,Patent text,NO-GO,41.41,26.406,,44.0,168.984,0.357,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV1-69*02,IGKV3-20*01,1,1
UOS82608_UOS82606,Patent text,NO-GO,43.78,26.784,,49.0,172.91,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV1-46*01,IGKV3-15*01,1,1
Berlimatoxumab,TheraSAbDab,CONDITIONAL,32.74,27.743,,46.0,154.973,0.22,0.568,12.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV4-39*01,IGKV1-39*01,1,1
XEF76981_XEF76997,Patent text,NO-GO,59.28,43.282,,52.0,250.407,0.0,0.0,6.0,GREEN,RED,GREEN,GREEN,GREEN,6.0,2,0,0,10.0,,,IGHV3-30*01,IGLV3-21*03,1,1
QKO95500_QKO95510,Patent text,NO-GO,42.65,30.651,,45.0,181.582,0.0,1.997,-2.0,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,0,0,10.0,,,IGHV3-66*01,IGKV1-5*01,1,1
WQA08152_WQA08155,Patent text,NO-GO,69.68,57.679,,45.0,125.08,0.104,0.0,6.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV1-69*01,IGKV3-11*02,1,1
ATL02311_ATL02325,Patent text,NO-GO,,36.306,,47.0,165.223,0.0,1.181,-4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-23*03,IGLV1-47*02,1,1
AED79545_AED79524,Patent text,CONDITIONAL,34.62,24.619,,49.0,164.437,0.0,0.522,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV2-5*02,IGKV1-39*01,1,1
AGA47745_AGA47786,Patent text,NO-GO,,35.093,,50.0,177.09,1.795,0.344,10.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV3-23*01,IGKV1-39*01,1,1
AYJ12201_AYJ12193,Patent text,NO-GO,54.82,32.824,,45.0,157.133,0.0,0.0,4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,1,22.0,,,IGHV3-64*07,IGKV1D-16*01,1,1
WIS44244_WIS44245,Patent text,NO-GO,61.24,41.238,,54.0,198.62,0.004,1.438,0.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV3-30*01,IGLV3-21*03,1,1
AYI23477_AYI23478,Patent text,NO-GO,,31.334,,55.0,216.808,0.029,0.5,-0.0,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,2,1,0,12.0,,,IGHV1-69*06,IGLV3-1*01,1,1
UCY67266_UCY67310,Patent text,GO,29.16,29.163,,49.0,171.479,0.111,0.0,0.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV3-23*01,IGKV3-20*01,1,1
QPY47384_QPY47389,Patent text,CONDITIONAL,34.47,19.473,,49.0,163.187,0.229,0.0,6.51,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-15*07,IGKV3-15*01,1,1
QFO65457_QFO65461,Patent text,CONDITIONAL,37.12,27.124,,45.0,160.445,0.0,0.0,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-11*01,IGKV1-39*01,1,1
AGN05394_AGN05393,Patent text,NO-GO,,37.675,,,,,,,,,,,,0.0,1,0,0,5.0,,,IGHV3-30-3*02,IGLV2-11*01,0,1
AZJ55701_AZJ55702,Patent text,GO,29.18,17.177,,51.0,145.417,1.372,0.0,3.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV1-69*01,IGKV1-39*01,1,1
QPT61267_QPT61271,Patent text,NO-GO,42.41,38.413,,48.0,203.497,0.0,0.048,-4.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,0,1,0,2.0,,,IGHV3-23*04,IGLV3-25*02,1,1
QNB61443_QNB61406,Patent text,NO-GO,60.51,42.511,,49.0,159.432,0.156,0.0,8.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,1,18.0,,,IGHV3-66*01,IGKV2-30*01,1,1
QRJ74604_QRJ74588,Patent text,NO-GO,73.46,52.456,,51.0,212.786,1.309,0.0,-3.6,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,3,1,0,17.0,,,IGHV3-7*01,IGLV3-21*01,1,1
AED79547_AED79525,Patent text,NO-GO,44.79,28.788,,49.0,160.71,0.0,2.249,-6.0,GREEN,GREEN,GREEN,AMBER,AMBER,4.0,2,1,0,12.0,,,IGHV2-5*02,IGKV1-13*02,1,1
WIS43394_WIS43393,Patent text,CONDITIONAL,36.88,28.878,,61.0,257.683,0.0,0.0,0.3,AMBER,RED,GREEN,GREEN,GREEN,8.0,0,0,0,0,,,IGHV1-46*01,IGLV7-43*01,1,1
QRK67310_QRK67314,Patent text,NO-GO,51.08,34.077,,49.0,217.298,1.12,1.419,-0.8,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV3-23*01,IGLV3-1*01,1,1
QPT68137_QPT68144,Patent text,CONDITIONAL,33.57,28.569,,47.0,189.35,1.117,0.077,1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV1-2*06,IGLV3-1*01,1,1
QRJ91484_QRJ91510,Patent text,NO-GO,64.02,40.023,,49.0,178.171,0.0,1.75,-6.0,GREEN,GREEN,GREEN,AMBER,AMBER,4.0,3,1,1,20.0,,,IGHV3-23*04,IGKV4-1*01,1,1
AOB91647_AOB91644,Patent text,NO-GO,,30.031,,,,,,,,,,,,0.0,1,0,0,5.0,,,IGHV3-23*04,IGKV1-39*01,0,1
WIS43812_WIS43811,Patent text,NO-GO,61.44,50.439,,52.0,210.793,1.324,0.08,1.1,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,1,1,0,7.0,,,IGHV3-23*01,IGLV3-10*01,1,1
QXD47937_QXD47965,Patent text,NO-GO,45.06,35.058,,50.0,164.943,0.136,1.343,6.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-33*01,IGKV1D-16*01,1,1
XEF76947_XEF77001,Patent text,NO-GO,45.88,30.878,,52.0,199.957,0.0,0.857,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-66*01,IGLV3-19*01,1,1
WIS43530_WIS43531,Patent text,NO-GO,53.21,44.214,,49.0,196.553,0.0,0.0,-1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,9.0,,,IGHV3-9*01,IGKV1-12*01,1,1
QXD47930_QXD47957,Patent text,NO-GO,42.73,32.731,,47.0,175.07,0.287,0.044,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-7*01,IGKV1-12*01,1,1
UOK24206_UOK24205,Patent text,CONDITIONAL,39.44,27.445,,47.0,150.769,0.052,0.037,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV1-3*01,IGKV1-39*01,1,1
AJN67464_AJN67467,Patent text,GO,28.71,21.715,,51.0,177.316,0.16,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV1-2*02,IGKV2-28*01,1,1
QFP26064_QFP26068,Patent text,NO-GO,44.38,27.376,,43.0,181.209,0.0,0.0,12.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV3-21*01,IGKV1-27*01,1,1
UCY51525_UCY51528,Patent text,NO-GO,52.91,35.913,,57.0,167.813,0.616,0.0,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV3-23*04,IGKV2-28*01,1,1
QXD47938_QXD47988,Patent text,NO-GO,,38.862,,51.0,178.439,0.0,0.101,-1.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-33*01,IGKV3-20*01,1,1
WON51798_WON51802,Patent text,NO-GO,46.67,31.673,,61.0,203.429,0.0,9.99,69.42,AMBER,AMBER,GREEN,RED,GREEN,10.0,1,0,0,5.0,,,IGHV3-23*01,IGLV3-25*02,1,1
AJO52606_AJO52576,Patent text,NO-GO,61.13,40.134,,56.0,162.742,1.202,2.491,-0.0,AMBER,GREEN,AMBER,AMBER,GREEN,6.0,3,0,0,15.0,,,IGHV3-30*02,IGLV3-25*02,1,1
WON35155_WON35152,Patent text,NO-GO,45.69,30.692,,54.0,150.833,0.113,0.0,10.71,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-21*08,IGKV1-39*01,1,1
XEF76972_XEF77004,Patent text,NO-GO,51.06,39.056,,51.0,214.881,0.0,0.0,0.2,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-23*02,IGLV1-51*01,1,1
WFR16760_WFR16813,Patent text,GO,29.35,17.35,,42.0,166.341,0.897,0.0,6.3,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV1-46*01,IGKV3-20*01,1,1
QPY69774_QPY69775,Patent text,NO-GO,58.34,40.343,,49.0,180.468,0.04,0.101,0.22,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,1,18.0,,,IGHV7-4-1*02,IGKV4-1*01,1,1
QRJ91538_QRJ91494,Patent text,CONDITIONAL,38.68,33.679,,48.0,189.864,0.0,0.187,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV1-18*01,IGLV3-25*02,1,1
WIS44534_WIS44533,Patent text,NO-GO,,40.954,,55.0,182.197,0.073,0.0,8.61,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,17.0,,,IGHV3-74*03,IGKV4-1*01,1,1
QXD47938_QXD47982,Patent text,NO-GO,,29.323,,51.0,196.33,0.0,0.1,-1.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-33*01,IGKV3-20*01,1,1
QPX83414_QPX83408,Patent text,NO-GO,49.96,37.959,,54.0,175.307,0.387,0.237,-4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-66*01,IGKV1-5*01,1,1
WYF29742_WYF29745,Patent text,CONDITIONAL,34.11,34.111,,45.0,169.125,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV4-4*08,IGKV3-11*01,1,1
XEF10564_XEF10565,Patent text,NO-GO,44.23,35.23,,51.0,212.981,1.471,0.216,0.0,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,1,0,0,5.0,,,IGHV4-59*01,IGLV3-1*01,1,1
AUF47628_H_AUF47629_L,Patent text,NO-GO,43.94,34.939,,49.0,170.438,0.0,0.281,3.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,9.0,,,IGHV1-2*02,IGKV1-27*01,1,1
QPY51154_QPY51159,Patent text,CONDITIONAL,34.5,19.495,,49.0,162.761,0.364,0.0,12.71,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-15*07,IGKV3-15*01,1,1
WPT34108_WPT34113,Patent text,GO,19.95,19.949,,48.0,154.833,0.12,0.059,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV1-69*01,IGKV3-15*01,1,1
XEF76943_XEF77001,Patent text,NO-GO,,30.861,,52.0,172.629,0.0,0.64,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-66*01,IGLV3-19*01,1,1
XEF76954_XEF77001,Patent text,CONDITIONAL,35.24,30.238,,52.0,180.525,0.0,0.575,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-66*01,IGLV3-19*01,1,1
QXD47945_QXD47988,Patent text,CONDITIONAL,33.98,33.975,,51.0,176.348,1.175,0.0,8.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV3-33*01,IGKV3-20*01,1,1
WFJ33976_WFJ33975,Patent text,NO-GO,42.03,30.028,,46.0,168.474,1.15,1.115,1.9,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-30*01,IGLV3-25*02,1,1
QFN62620_QFN62621,Patent text,CONDITIONAL,37.98,30.979,,43.0,157.703,0.0,0.0,4.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,5.0,,,IGHV3-23*01,IGKV1-39*01,1,1
UOS92906_UOS92939,Patent text,GO,21.02,21.019,,48.0,167.753,1.129,0.0,12.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV4-39*01,IGKV3-20*01,1,1
UCX22885_UCX22890,Patent text,NO-GO,46.6,34.598,,42.0,167.292,0.0,0.341,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-74*01,IGKV3-20*01,1,1
AFC06292_AFC06298,Patent text,NO-GO,56.35,39.351,,52.0,191.438,0.058,1.58,-3.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV3-30*18,IGLV3-21*02,1,1
AJL99738_AJL99739,Patent text,CONDITIONAL,35.91,28.911,,52.0,162.634,1.238,0.132,12.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,1,0,0,5.0,,,IGHV3-11*01,IGKV1-17*01,1,1
WQB10191_WQB10217,Patent text,NO-GO,54.27,27.268,,45.0,162.419,1.124,0.71,-10.2,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,5,0,0,25.0,,,IGHV1-69*01,IGKV1D-7-1*01,1,1
WIS43966_WIS43965,Patent text,NO-GO,55.94,41.939,,46.0,203.837,1.302,0.0,2.2,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,2,0,0,10.0,,,IGHV3-53*01,IGLV3-19*01,1,1
XEF76983_XEF77000,Patent text,NO-GO,61.7,43.702,,52.0,226.815,0.037,1.058,6.0,GREEN,RED,GREEN,GREEN,GREEN,6.0,2,1,0,12.0,,,IGHV3-23*03,IGKV1-12*01,1,1
QCA96599_QCA96597,Patent text,NO-GO,53.03,41.026,,46.0,138.418,0.0,1.269,1.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-23*03,IGKV1-6*01,1,1
ACW20455_ACW20630,Patent text,NO-GO,44.85,25.846,,47.0,152.72,0.153,0.0,0.21,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,19.0,,,IGHV3-72*01,IGKV6-21*01,1,1
UOS92901_UOS92940,Patent text,GO,25.98,20.981,,48.0,163.344,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV4-39*01,IGKV3-20*01,1,1
AJN57686_AJN57687,Patent text,NO-GO,,30.26,,,,,,,,,,,,0.0,0,0,0,0,,,IGHV3-66*01,IGKV6-21*01,0,0
QRK67954_QRK67965,Patent text,CONDITIONAL,36.08,25.082,,41.0,151.936,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,2,0,9.0,,,IGHV1-46*01,IGKV1-39*01,1,1
ADL90521_ADL90611,Patent text,CONDITIONAL,36.07,29.068,,52.0,180.289,0.101,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV3-33*01,IGKV1-39*01,1,1
UOS92905_UOS92932,Patent text,CONDITIONAL,37.24,27.239,,48.0,150.636,0.0,0.0,-3.69,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV4-39*01,IGKV3-20*01,1,1
AZJ63367_AZJ63368,Patent text,CONDITIONAL,34.48,27.484,,46.0,161.773,0.516,0.0,30.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV3-73*01,IGKV1-17*01,1,1
AZJ92474_AZJ92475,Patent text,NO-GO,48.68,43.678,,51.0,160.464,0.0,0.819,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-66*01,IGKV1-5*01,1,1
QPW85439_QPW85547,Patent text,CONDITIONAL,32.8,32.801,,48.0,167.143,0.688,0.0,5.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV4-4*07,IGLV1-44*01,1,1
AYH67412_AYH67413,Patent text,GO,30.21,25.208,,45.0,169.11,0.0,0.135,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-23*01,IGKV1-39*01,1,1
QCA98994_QCA98999,Patent text,CONDITIONAL,32.39,28.394,,50.0,172.123,0.108,0.149,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,2,0,4.0,,,IGHV1-3*01,IGKV4-1*01,1,1
AYH97992_AYH97996,Patent text,NO-GO,42.8,32.797,,49.0,163.435,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV1-2*02,IGKV2-28*01,1,1
WFR17485_WFR17476,Patent text,NO-GO,40.11,25.107,,47.0,175.022,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-23*03,IGLV3-25*02,1,1
WIO25623_WIO25652,Patent text,NO-GO,43.22,23.218,,49.0,184.489,0.045,0.0,4.41,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV1-69*01,IGKV3-20*01,1,1
AVC62302_AVC62304,Patent text,NO-GO,50.06,33.055,,43.0,155.262,0.05,0.11,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV3-48*01,IGKV1D-16*01,1,1
WON36038_WON36071,Patent text,NO-GO,40.74,28.737,,50.0,167.924,0.075,0.101,4.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV4-4*08,IGKV3-11*01,1,1
UOS92925_UOS92933,Patent text,CONDITIONAL,37.39,27.392,,47.0,155.973,0.112,0.0,3.41,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-23*01,IGKV3-20*01,1,1
UCX08233_UCX08235,Patent text,CONDITIONAL,31.95,26.948,,47.0,183.987,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-23*01,IGLV1-44*01,1,1
AJL01228_AJL01229,Patent text,NO-GO,47.3,24.296,,50.0,155.743,0.107,0.0,8.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,1,23.0,,,IGHV3-23*04,IGKV1-39*01,1,1
WFR17449_WFR17494,Patent text,NO-GO,,25.019,,,,,,,,,,,,0.0,2,0,0,10.0,,,IGHV3-23*03,IGLV3-25*02,0,1
